database,retention_target,mechanism,strength,method,evaluation_target,metric,n_replicates,mean,sd,q025,q975,truth,bias,rmse
MIMIC,0.75,outcome_MNAR,weak,reference_30pct_recalibration,full_heldout,calibration_slope,300,1.0289277145180131,0.2093618548152113,0.6850269092671284,1.561797073634407,1.0,0.0289277145180131,0.2110049548345467
MIMIC,0.75,risk_MAR,strong,reference_05pct_recalibration,full_heldout,oe,300,1.0254638694428806,0.164115099314364,0.7795275311371037,1.4160987935370788,1.0,0.0254638694428805,0.1658083087500676
MIMIC,0.75,risk_MAR,strong,reference_05pct_recalibration,full_heldout,calibration_intercept,300,0.3291505435646957,1.3227175531188708,-0.6110331512820669,3.393051941778068,0.0,0.3291505435646957,1.360915084262526
MIMIC,0.75,risk_MAR,strong,reference_05pct_recalibration,full_heldout,calibration_slope,300,1.236790090665977,0.9136662251300286,0.5157662665253264,3.1848761178600937,1.0,0.236790090665977,0.9423761977457904
MIMIC,0.75,risk_MAR,strong,reference_10pct_recalibration,full_heldout,oe,300,1.0168662475586785,0.1147459955402026,0.8166586615015461,1.2591321618528588,1.0,0.0168662475586782,0.1157895720157092
MIMIC,0.75,risk_MAR,strong,reference_10pct_recalibration,full_heldout,calibration_intercept,300,0.1033806429948771,0.456376531990605,-0.5015671182131111,1.2347118102351318,0.0,0.1033806429948771,0.4671967799203743
MIMIC,0.75,risk_MAR,strong,reference_10pct_recalibration,full_heldout,calibration_slope,300,1.0734714117824349,0.3623547515787571,0.599246361804327,1.951644678262104,1.0,0.0734714117824348,0.3691359430540026
MIMIC,0.75,risk_MAR,strong,reference_20pct_recalibration,full_heldout,oe,300,1.0109698186790392,0.0858497222082829,0.8640254535917958,1.1944662795200167,1.0,0.0109698186790392,0.0864056970097818
MIMIC,0.75,risk_MAR,strong,reference_20pct_recalibration,full_heldout,calibration_intercept,300,0.0783044193695491,0.347402614915074,-0.4428242445852714,0.9547849763407712,0.0,0.0783044193695491,0.3555528985769451
MIMIC,0.75,risk_MAR,strong,reference_20pct_recalibration,full_heldout,calibration_slope,300,1.0567097441176458,0.2763135039321905,0.6641033604317483,1.7218753840352918,1.0,0.0567097441176458,0.2816214664373485
MIMIC,0.75,risk_MAR,strong,reference_30pct_recalibration,full_heldout,oe,300,1.0038152615477929,0.0716117414468046,0.8848991497650107,1.1401078619355831,1.0,0.0038152615477926,0.071594019270783
MIMIC,0.75,risk_MAR,strong,reference_30pct_recalibration,full_heldout,calibration_intercept,300,0.0540745747857934,0.267123468033709,-0.3282397501979656,0.6041514838481844,0.0,0.0540745747857934,0.2721050477089792
MIMIC,0.75,risk_MAR,strong,reference_30pct_recalibration,full_heldout,calibration_slope,300,1.0449991429072478,0.214270660100023,0.7404644198675298,1.50449272642497,1.0,0.0449991429072478,0.2185950569496503
MIMIC,0.75,risk_MAR,weak,reference_05pct_recalibration,full_heldout,oe,300,1.0364123023319434,0.1687691717505003,0.7406144347958341,1.4239952531849929,1.0,0.0364123023319433,0.1723773350821337
MIMIC,0.75,risk_MAR,weak,reference_05pct_recalibration,full_heldout,calibration_intercept,300,0.2520018256418416,0.8683866330120498,-0.6318466516242622,2.3851539753201365,0.0,0.2520018256418416,0.9028214736994494
MIMIC,0.75,risk_MAR,weak,reference_05pct_recalibration,full_heldout,calibration_slope,300,1.1812519968698427,0.7227794503557352,0.5075779935854613,2.7662612700178126,1.0,0.1812519968698427,0.743989954981241
MIMIC,0.75,risk_MAR,weak,reference_10pct_recalibration,full_heldout,oe,300,1.0190598914361244,0.1213020795225783,0.8241333613281068,1.2870311996459616,1.0,0.0190598914361244,0.1225904834930935
MIMIC,0.75,risk_MAR,weak,reference_10pct_recalibration,full_heldout,calibration_intercept,300,0.1333571047551666,0.4947276059678868,-0.4804382307547102,1.315238276040352,0.0,0.1333571047551666,0.5115893569537728
MIMIC,0.75,risk_MAR,weak,reference_10pct_recalibration,full_heldout,calibration_slope,300,1.097899135846089,0.3886309514647275,0.6141875375548281,2.072172546190317,1.0,0.097899135846089,0.4001434874071247
MIMIC,0.75,risk_MAR,weak,reference_20pct_recalibration,full_heldout,oe,300,1.004133701597444,0.0878097254220656,0.8448437113830932,1.1807415749151955,1.0,0.0041337015974438,0.0877606605566123
MIMIC,0.75,risk_MAR,weak,reference_20pct_recalibration,full_heldout,calibration_intercept,300,0.0570617126706253,0.306323831452648,-0.420945473629581,0.831620009604162,0.0,0.0570617126706253,0.3110908995824466
MIMIC,0.75,risk_MAR,weak,reference_20pct_recalibration,full_heldout,calibration_slope,300,1.0487267125698363,0.2447990965936781,0.6810486101752484,1.586538793197181,1.0,0.0487267125698365,0.2492009929460571
MIMIC,0.75,risk_MAR,weak,reference_30pct_recalibration,full_heldout,oe,300,1.0099247580246662,0.0745527297218799,0.883356639620598,1.1696425652103386,1.0,0.0099247580246661,0.0750871713352902
MIMIC,0.75,risk_MAR,weak,reference_30pct_recalibration,full_heldout,calibration_intercept,300,0.0584319359158656,0.2796456339917005,-0.4003034030475316,0.6335714154492906,0.0,0.0584319359158656,0.2852285039697012
MIMIC,0.75,risk_MAR,weak,reference_30pct_recalibration,full_heldout,calibration_slope,300,1.0406064029935986,0.2184722525756484,0.6936413728381592,1.5579195052610044,1.0,0.0406064029935986,0.2218555942328362
MIMIC,0.75,stratum_MAR,strong,reference_05pct_recalibration,full_heldout,oe,300,1.032160344343378,0.1744612010002934,0.756927230681282,1.4517915454322343,1.0,0.032160344343378,0.1771144903743561
MIMIC,0.75,stratum_MAR,strong,reference_05pct_recalibration,full_heldout,calibration_intercept,300,0.4282489632235007,4.2481560636496,-0.6425042554727398,3.462661652354061,0.0,0.4282489632235007,4.262636627232156
MIMIC,0.75,stratum_MAR,strong,reference_05pct_recalibration,full_heldout,calibration_slope,300,1.361629587377117,4.062165571133172,0.5013407046684347,3.3280032800088124,1.0,0.3616295873771169,4.071481440705408
